Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,
ES-2015-BB1154548-42336,28-11-2015,3/12/2015,Standard Class,BB-1154548,Brenda Bowman,Corporate,Erlangen,Bavaria,Western Europe,FUR-BO-5788,Furniture,Bookcases,"Safco Library with Doors, Traditional",2455,7,0.1,-191,
GG-2013-SG1047047-41405,11/5/2013,13-05-2013,Second Class,SG-1047047,Sheri Gordon,Consumer,Tbilisi,Tbilisi,Western Asia,TEC-CO-3597,Technology,Copiers,"Brother Fax Machine, High-Speed",1900,6,0,417,
IN-2014-SP20920130-41808,18-06-2014,24-06-2014,Standard Class,SP-20920130,Susan Pistek,Consumer,Bangkok,Bangkok,Southeastern Asia,TEC-PH-5839,Technology,Phones,"Samsung Smart Phone, Cordless",3712,7,0.17,849,
IN-2013-NZ1856558-41398,4/5/2013,6/5/2013,Second Class,NZ-1856558,Nick Zandusky,Home Office,Jaipur,Rajasthan,Southern Asia,TEC-CO-3678,Technology,Copiers,"Canon Copy Machine, Color",2372,9,0,0,
IN-2012-Dp1324027-41223,10/11/2012,14-11-2012,Standard Class,Dp-1324027,Dean percer,Home Office,Suzhou,Gansu,Eastern Asia,TEC-PH-5354,Technology,Phones,"Nokia Smart Phone, Cordless",5725,9,0,1602,
ES-2015-GZ1447064-42362,24-12-2015,24-12-2015,Same Day,GZ-1447064,Gary Zandusky,Consumer,Reggio nell'Emilia,Emilia-Romagna,Southern Europe,FUR-BO-4862,Furniture,Bookcases,"Ikea Library with Doors, Pine",2553,7,0,842,
MX-2015-AH1007582-42139,15-05-2015,19-05-2015,Standard Class,AH-1007582,Adam Hart,Corporate,Azcapotzalco,Distrito Federal,Central America,OFF-AP-4503,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Silver",2003,6,0,861,
PL-2015-CB2025103-42347,9/12/2015,12/12/2015,First Class,CB-2025103,Cassandra Brandow,Consumer,Lublin,Lublin,Eastern Europe,TEC-CO-5997,Technology,Copiers,"Sharp Fax Machine, Color",1188,4,0,95,
IN-2012-SC200507-41249,6/12/2012,10/12/2012,Standard Class,SC-200507,Sample Company A,Home Office,Gold Coast,Queensland,Oceania,TEC-PH-5356,Technology,Phones,"Nokia Smart Phone, with Caller ID",2875,5,0.1,511,
IT-2014-AM10705125-41892,10/9/2014,15-09-2014,Second Class,AM-10705125,Anne McFarland,Consumer,Zurich,ZÃ¼rich,Western Europe,FUR-CH-4530,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",2380,5,0,952,
AL-2012-SC102302-40970,2/3/2012,4/3/2012,Second Class,SC-102302,Scot Coram,Corporate,Elbasan,Elbasan,Southern Europe,TEC-MA-6138,Technology,Machines,"StarTech Card Printer, White",1619,10,0,258,
ID-2013-JS1559559-41275,1/1/2013,5/1/2013,Standard Class,JS-1559559,Jill Stevenson,Corporate,Medan,Sumatera Utara,Southeastern Asia,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",2821,6,0.17,339,
ID-2013-BS1138059-41577,30-10-2013,3/11/2013,Standard Class,BS-1138059,Bill Stewart,Corporate,Bandung,Jawa Barat,Southeastern Asia,TEC-CO-6009,Technology,Copiers,"Sharp Wireless Fax, Color",2991,9,0.07,-128,
IN-2014-TC21295130-41962,19-11-2014,19-11-2014,Same Day,TC-21295130,Toby Carlisle,Consumer,Bangkok,Bangkok,Southeastern Asia,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",1798,4,0.17,86,
RS-2014-JL5130108-41866,15-08-2014,17-08-2014,Second Class,JL-5130108,Jack Lebron,Consumer,Voronezh,Voronezh,Eastern Europe,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",2544,4,0,712,
IN-2014-Dp1324066-41798,8/6/2014,8/6/2014,Same Day,Dp-1324066,Dean percer,Home Office,Shimonoseki,Yamaguchi,Eastern Asia,FUR-CH-4532,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",951,2,0,228,
IN-2015-NF1838511-42279,2/10/2015,6/10/2015,Standard Class,NF-1838511,Natalie Fritzler,Consumer,Dhaka,Dhaka,Southern Asia,TEC-PH-5268,Technology,Phones,"Motorola Smart Phone, Full Size",2575,4,0,978,
ES-2015-AS10090139-42062,27-02-2015,3/3/2015,Standard Class,AS-10090139,Adam Shillingsburg,Consumer,Huddersfield,England,Northern Europe,OFF-AP-4745,Office Supplies,Appliances,"Hoover Stove, White",1699,3,0,84,
IN-2014-EL137357-41943,31-10-2014,4/11/2014,Standard Class,EL-137357,Ed Ludwig,Home Office,Melbourne,Victoria,Oceania,FUR-BO-4861,Furniture,Bookcases,"Ikea Library with Doors, Mobile",2634,8,0.1,116,
IN-2014-FH1427559-41991,18-12-2014,25-12-2014,Standard Class,FH-1427559,Frank Hawley,Corporate,Palu,Sulawesi Tengah,Southeastern Asia,FUR-BO-3904,Furniture,Bookcases,"Dania Library with Doors, Traditional",3707,11,0.07,1554,
IN-2015-LT1676558-42133,9/5/2015,15-05-2015,Standard Class,LT-1676558,Larry Tron,Consumer,Imphal,Manipur,Southern Asia,FUR-TA-5057,Furniture,Tables,"Lesro Conference Table, Adjustable Height",4298,5,0,300,
IN-2015-BN1147027-42189,4/7/2015,8/7/2015,Standard Class,BN-1147027,Brad Norvell,Corporate,Shenyang,Liaoning,Eastern Asia,OFF-AP-4964,Office Supplies,Appliances,"KitchenAid Stove, Black",3417,6,0,854,
ES-2013-BP11230120-41411,17-05-2013,21-05-2013,Standard Class,BP-11230120,Benjamin Patterson,Consumer,Barcelona,Catalonia,Southern Europe,OFF-AP-3576,Office Supplies,Appliances,"Breville Refrigerator, Silver",2080,4,0,561,
IN-2012-DM1352558-41123,2/8/2012,5/8/2012,Second Class,DM-1352558,Don Miller,Corporate,Muzaffarpur,Bihar,Southern Asia,TEC-PH-5813,Technology,Phones,"Samsung Audio Dock, Full Size",840,5,0,319,
CA-2015-AB10105140-42267,20-09-2015,26-09-2015,Standard Class,AB-101051404,Adrian Barton,Consumer,Phoenix,Arizona,Western US,TEC-PH-5625,Technology,Phones,Polycom VoiceStation 500 ConferenceÂ phone,471,2,0.2,29,
CD-2014-SM1032025-41684,14-02-2014,16-02-2014,Second Class,SM-1032025,Sean Miller,Home Office,Koumra,Mandoul,Central Africa,OFF-ST-6033,Office Supplies,Storage,"Smead File Cart, Single Width",1288,10,0,90,
IN-2013-PM191357-41417,23-05-2013,23-05-2013,Same Day,PM-191357,Peter McVee,Home Office,Ballarat,Victoria,Oceania,FUR-BO-5971,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",660,5,0.1,44,
MW-2015-TS1143085-42220,4/8/2015,9/8/2015,Second Class,TS-1143085,Tom Stivers,Corporate,Podgorica,Podgorica,Southern Europe,OFF-AP-3874,Office Supplies,Appliances,"Cuisinart Stove, Silver",3234,6,0,970,
MX-2014-TS2134018-41956,13-11-2014,18-11-2014,Standard Class,TS-2134018,Toby Swindell,Consumer,RibeirÃ£o Preto,SÃ£o Paulo,South America,TEC-PH-3806,Technology,Phones,"Cisco Smart Phone, Full Size",2171,5,0,390,
IN-2015-AM107057-42047,12/2/2015,14-02-2015,Second Class,AM-107057,Anne McFarland,Consumer,Brisbane,Queensland,Oceania,TEC-AC-4186,Technology,Accessories,"Enermax Router, Erganomic",2074,9,0.1,276,
MX-2015-LS1724582-42319,11/11/2015,14-11-2015,First Class,LS-1724582,Lynn Smith,Consumer,Zapopan,Jalisco,Central America,TEC-PH-5355,Technology,Phones,"Nokia Smart Phone, Full Size",849,2,0,195,
IN-2014-DR129407-41728,30-03-2014,1/4/2014,First Class,DR-129407,Daniel Raglin,Home Office,Sydney,New South Wales,Oceania,FUR-BO-5951,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",1177,3,0.1,353,
CA-2013-AB10105140-41585,7/11/2013,12/11/2013,Standard Class,AB-101051402,Adrian Barton,Consumer,Houston,Texas,Central US,OFF-ST-4281,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177,2,0.2,-28,
CA-2015-AB10105140-42267,20-09-2015,26-09-2015,Standard Class,AB-101051404,Adrian Barton,Consumer,Phoenix,Arizona,Western US,TEC-AC-6076,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89,2,0.2,4,
IN-2014-CM1181597-41870,19-08-2014,21-08-2014,Second Class,CM-1181597,Candace McMahon,Corporate,Lahore,Punjab,Southern Asia,TEC-PH-5841,Technology,Phones,"Samsung Smart Phone, VoIP",2863,9,0.5,-458,
ES-2015-FG1426045-42153,29-05-2015,31-05-2015,Second Class,FG-1426045,Frank Gastineau,Home Office,Bordeaux,Aquitaine-Limousin-Poitou-Charentes,Western Europe,OFF-AP-3865,Office Supplies,Appliances,"Cuisinart Microwave, Red",1253,5,0.1,236,
IR-2013-KN670560-41508,22-08-2013,29-08-2013,Standard Class,KN-670560,Kristina Nunn,Home Office,Hamadan,Hamadan,Southern Asia,OFF-AP-3579,Office Supplies,Appliances,"Breville Stove, Red",3369,6,0,606,
WA-2015-TB1152089-42190,5/7/2015,5/7/2015,Same Day,TB-1152089,Tracy Blumstein,Consumer,Windhoek,Khomas,Southern Africa,TEC-AC-5224,Technology,Accessories,"Memorex Router, Erganomic",1464,6,0,439,
IT-2013-GM1444091-41347,14-03-2013,17-03-2013,First Class,GM-1444091,Gary McGarr,Consumer,Eindhoven,North Brabant,Western Europe,FUR-BO-3903,Furniture,Bookcases,"Dania Library with Doors, Pine",1273,7,0.5,-993,
CA-2015-AB10523-42139,15-05-2015,15-05-2015,Same Day,AB-10523,Adrian Barton,Consumer,Toronto,Ontario,Canada,OFF-AR-6111,Office Supplies,Art,"Stanley Highlighters, Easy-Erase",29,2,0,10,
MX-2015-JB1540051-42263,16-09-2015,18-09-2015,First Class,JB-1540051,Jennifer Braxton,Corporate,Quetzaltenango,Quezaltenango,Central America,TEC-CO-4592,Technology,Copiers,"Hewlett Wireless Fax, High-Speed",1258,5,0.002,375,
IN-2015-JS1603097-42223,7/8/2015,12/8/2015,Standard Class,JS-1603097,Joy Smith,Consumer,Lahore,Punjab,Southern Asia,FUR-CH-5775,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",2584,7,0.2,290,
IN-2014-AM10705102-41891,9/9/2014,9/9/2014,Same Day,AM-10705102,Anne McFarland,Consumer,Manila,National Capital,Southeastern Asia,TEC-CO-3707,Technology,Copiers,"Canon Wireless Fax, Color",1482,6,0.35,68,
,,,,,,,,,,,,,,,,,,
